"","Combination","Subtype","Activity"
"1833","Luminespib + Venetoclax","HER2+",-0.0255545624357406
"1834","Luminespib + Vorinostat","HER2+",-0.0878228903787971
"1835","Luminespib + Wee1 Inhibitor","HER2+",-0.00531757514015197
"1836","Luminespib + ZM447439","HER2+",0.055274125132973
"1837","MK-1775 + 5-Fluorouracil","HER2+",0.0457755898369235
"1838","MK-1775 + Afatinib","HER2+",0.0842975742457001
"1839","MK-1775 + Alisertib","HER2+",-0.322427360789746
"1840","MK-1775 + Alpelisib","HER2+",0.21256876356839
"1841","MK-1775 + Axitinib","HER2+",-0.254733319389489
"1842","MK-1775 + AZD6482","HER2+",0.178010540146475
"1843","MK-1775 + AZD7762","HER2+",0.203695206297857
"1844","MK-1775 + AZD8055","HER2+",-0.389862509856572
"1845","MK-1775 + BI-2536","HER2+",0.070968453724579
"1846","MK-1775 + Bortezomib","HER2+",-0.281898529340667
"1847","MK-1775 + Camptothecin","HER2+",0.354258319467978
"1848","MK-1775 + Cisplatin","HER2+",0.224207423652054
"1849","MK-1775 + Crizotinib","HER2+",-0.147818137259852
"1850","MK-1775 + Dabrafenib","HER2+",-0.10616263896457
"1851","MK-1775 + Docetaxel","HER2+",-0.192118513640152
"1852","MK-1775 + Doramapimod","HER2+",0.09511159799386
"1853","MK-1775 + Entinostat","HER2+",0.122051419880425
"1854","MK-1775 + Gemcitabine","HER2+",0.0306636601453377
"1855","MK-1775 + GSK269962A","HER2+",-0.0673086096757698
"1856","MK-1775 + JQ1","HER2+",0.191512196853331
"1857","MK-1775 + KU-55933","HER2+",-0.0429414221581206
"1858","MK-1775 + Lapatinib","HER2+",0.0613108686513374
"1859","MK-1775 + Linsitinib","HER2+",0.17082849295098
"1860","MK-1775 + Luminespib","HER2+",-0.26345536323189
"1861","MK-1775 + MK-2206","HER2+",-0.0549735208113466
"1862","MK-1775 + Navitoclax","HER2+",0.267017870662251
"1863","MK-1775 + Nilotinib","HER2+",-0.42025590595323
"1864","MK-1775 + NU7441","HER2+",0.0223620533789471
"1865","MK-1775 + Nutlin-3a (-)","HER2+",0.0786260883001359
"1866","MK-1775 + Olaparib","HER2+",-0.146109076492944
"1867","MK-1775 + OSI-027","HER2+",-0.209944707121413
"1868","MK-1775 + Paclitaxel","HER2+",-0.398420816275528
"1869","MK-1775 + Palbociclib","HER2+",0.0331330800307423
"1870","MK-1775 + PD173074","HER2+",-0.102291287054199
"1871","MK-1775 + PF-4708671","HER2+",-0.240789342462031
"1872","MK-1775 + Pictilisib","HER2+",0.0673741799419284
"1873","MK-1775 + Ribociclib","HER2+",-0.0833087816983373
"1874","MK-1775 + RO-3306","HER2+",-0.0736322452111092
"1875","MK-1775 + Sapitinib","HER2+",-0.123590275787694
"1876","MK-1775 + SB216763","HER2+",0.158189374067543
"1877","MK-1775 + SCH772984","HER2+",0.184949928314754
"1878","MK-1775 + Sorafenib","HER2+",-0.124027933251471
"1879","MK-1775 + Taselisib","HER2+",0.258701427394799
"1880","MK-1775 + Temozolomide","HER2+",0.054483700065901
"1881","MK-1775 + Tozasertib","HER2+",-0.0302185124191259
"1882","MK-1775 + Trametinib","HER2+",-0.0479282282480558
"1883","MK-1775 + Uprosertib","HER2+",0.0488447500474867
"1884","MK-1775 + Venetoclax","HER2+",0.0129304092476624
"1885","MK-1775 + Vorinostat","HER2+",0.0875401722293287
"1886","MK-1775 + Wee1 Inhibitor","HER2+",-0.287332701249472
"1887","MK-1775 + ZM447439","HER2+",-0.013881910112501
"1888","MK-2206 + 5-Fluorouracil","HER2+",0.103531282861667
"1889","MK-2206 + Afatinib","HER2+",-0.0273530952095443
"1890","MK-2206 + Alisertib","HER2+",0.233651623687899
"1891","MK-2206 + Alpelisib","HER2+",0.142010544517259
"1892","MK-2206 + Axitinib","HER2+",-0.193057086818963
"1893","MK-2206 + AZD6482","HER2+",0.0505369005609339
"1894","MK-2206 + AZD7762","HER2+",0.0359666064406078
"1895","MK-2206 + AZD8055","HER2+",0.020252784565322
"1896","MK-2206 + BI-2536","HER2+",0.387816201055685
"1897","MK-2206 + Bortezomib","HER2+",-0.224787824872481
"1898","MK-2206 + Camptothecin","HER2+",0.206570068068964
"1899","MK-2206 + Cisplatin","HER2+",0.136555809687136
"1900","MK-2206 + Crizotinib","HER2+",-0.0590236292442262
"1901","MK-2206 + Dabrafenib","HER2+",0.0873911284685748
"1902","MK-2206 + Docetaxel","HER2+",-0.186868855760957
"1903","MK-2206 + Doramapimod","HER2+",0.0959460060407532
"1904","MK-2206 + Entinostat","HER2+",0.13293881013601
"1905","MK-2206 + Gemcitabine","HER2+",-0.00135496795308989
"1906","MK-2206 + GSK269962A","HER2+",-0.236699336121759
"1907","MK-2206 + JQ1","HER2+",0.102716939923221
"1908","MK-2206 + KU-55933","HER2+",0.214373925660139
"1909","MK-2206 + Lapatinib","HER2+",-0.155972459153445
"1910","MK-2206 + Linsitinib","HER2+",0.0349765577129682
"1911","MK-2206 + Luminespib","HER2+",-0.20481697839411
"1912","MK-2206 + MK-1775","HER2+",-0.147950582651012
"1913","MK-2206 + Navitoclax","HER2+",0.122908303679328
"1914","MK-2206 + Nilotinib","HER2+",0.227685917376128
"1915","MK-2206 + NU7441","HER2+",0.55922921731216
"1916","MK-2206 + Nutlin-3a (-)","HER2+",0.00880043754776611
"1917","MK-2206 + Olaparib","HER2+",-0.0537438368520353
"1918","MK-2206 + OSI-027","HER2+",0.0325786935010627
"1919","MK-2206 + Paclitaxel","HER2+",-0.0951334049233868
"1920","MK-2206 + Palbociclib","HER2+",0.197736214146879
"1921","MK-2206 + PD173074","HER2+",0.0418292314379348
"1922","MK-2206 + PF-4708671","HER2+",0.0590836349023633
"1923","MK-2206 + Pictilisib","HER2+",-0.314519057689672
"1924","MK-2206 + Ribociclib","HER2+",-0.0418184244495742
"1925","MK-2206 + RO-3306","HER2+",0.0990532229800469
"1926","MK-2206 + Sapitinib","HER2+",0.0275626916400952
"1927","MK-2206 + SB216763","HER2+",-0.00890948339376932
"1928","MK-2206 + SCH772984","HER2+",0.129832910308583
"1929","MK-2206 + Sorafenib","HER2+",-0.0655089423847844
"1930","MK-2206 + Taselisib","HER2+",-0.551799963114629
"1931","MK-2206 + Temozolomide","HER2+",0.0245212328233037
"1932","MK-2206 + Tozasertib","HER2+",0.0522373256672764
"1933","MK-2206 + Trametinib","HER2+",0.0302334684085965
"1934","MK-2206 + Uprosertib","HER2+",-0.33961855892116
"1935","MK-2206 + Venetoclax","HER2+",0.108052206144409
"1936","MK-2206 + Vorinostat","HER2+",0.0615315842162151
"1937","MK-2206 + Wee1 Inhibitor","HER2+",-0.0328933147205292
"1938","MK-2206 + ZM447439","HER2+",0.202995785882085
"1939","Navitoclax + 5-Fluorouracil","HER2+",0.149247424308134
"1940","Navitoclax + Afatinib","HER2+",0.245655154665852
"1941","Navitoclax + Alisertib","HER2+",0.905758985325382
"1942","Navitoclax + Alpelisib","HER2+",0.161307677585726
"1943","Navitoclax + Axitinib","HER2+",0.27183090544082
"1944","Navitoclax + AZD6482","HER2+",0.163573509394253
"1945","Navitoclax + AZD7762","HER2+",0.0386463986961652
"1946","Navitoclax + AZD8055","HER2+",0.0282971344075496
"1947","Navitoclax + BI-2536","HER2+",0.203493546394692
"1948","Navitoclax + Bortezomib","HER2+",-0.197044673648077
"1949","Navitoclax + Camptothecin","HER2+",0.449478977379176
"1950","Navitoclax + Cisplatin","HER2+",0.174721318590974
"1951","Navitoclax + Crizotinib","HER2+",0.202948701835859
"1952","Navitoclax + Dabrafenib","HER2+",-0.0295497257731618
"1953","Navitoclax + Docetaxel","HER2+",0.520244430601614
"1954","Navitoclax + Doramapimod","HER2+",0.100792831435886
"1955","Navitoclax + Entinostat","HER2+",0.233686333965015
"1956","Navitoclax + Gemcitabine","HER2+",-0.000154242753700574
"1957","Navitoclax + GSK269962A","HER2+",0.223407418520512
"1958","Navitoclax + JQ1","HER2+",0.281814322924708
"1959","Navitoclax + KU-55933","HER2+",0.010936784227874
"1960","Navitoclax + Lapatinib","HER2+",0.269690473898909
"1961","Navitoclax + Linsitinib","HER2+",0.0645590901488033
"1962","Navitoclax + Luminespib","HER2+",0.0610279491922363
"1963","Navitoclax + MK-1775","HER2+",0.0809813507312004
"1964","Navitoclax + MK-2206","HER2+",0.0225099295794061
"1965","Navitoclax + Nilotinib","HER2+",-0.0525171004535746
"1966","Navitoclax + NU7441","HER2+",0.358089044102524
"1967","Navitoclax + Nutlin-3a (-)","HER2+",0.0321222443144426
"1968","Navitoclax + Olaparib","HER2+",-0.0490538059813274
"1969","Navitoclax + OSI-027","HER2+",-0.0132109366317413
"1970","Navitoclax + Paclitaxel","HER2+",0.292649891322364
"1971","Navitoclax + Palbociclib","HER2+",0.0247132633630461
"1972","Navitoclax + PD173074","HER2+",-0.139102273865231
"1973","Navitoclax + PF-4708671","HER2+",-0.0938120956127631
"1974","Navitoclax + Pictilisib","HER2+",0.230509153710589
"1975","Navitoclax + Ribociclib","HER2+",-0.170317668363199
"1976","Navitoclax + RO-3306","HER2+",0.339041308199892
"1977","Navitoclax + Sapitinib","HER2+",0.176303914952262
"1978","Navitoclax + SB216763","HER2+",0.0901556012815786
"1979","Navitoclax + SCH772984","HER2+",0.279289686893316
"1980","Navitoclax + Sorafenib","HER2+",0.408328299399482
"1981","Navitoclax + Taselisib","HER2+",0.300296643100462
"1982","Navitoclax + Temozolomide","HER2+",-0.0197297698603271
"1983","Navitoclax + Tozasertib","HER2+",0.867032328813296
"1984","Navitoclax + Trametinib","HER2+",-0.0182930569583979
"1985","Navitoclax + Uprosertib","HER2+",0.214922082839232
"1986","Navitoclax + Venetoclax","HER2+",-0.0413351768627153
"1987","Navitoclax + Vorinostat","HER2+",0.199336601406821
"1988","Navitoclax + Wee1 Inhibitor","HER2+",0.192192040818964
"1989","Navitoclax + ZM447439","HER2+",0.870481709676432
"1990","Nutlin-3a (-) + 5-Fluorouracil","HER2+",0.0483083074630715
"1991","Nutlin-3a (-) + Afatinib","HER2+",0.0256861012040076
"1992","Nutlin-3a (-) + Alisertib","HER2+",0.229249282164211
"1993","Nutlin-3a (-) + Alpelisib","HER2+",-0.0633614939211661
"1994","Nutlin-3a (-) + Axitinib","HER2+",-0.119914449821071
"1995","Nutlin-3a (-) + AZD6482","HER2+",-0.0303492734167806
"1996","Nutlin-3a (-) + AZD7762","HER2+",-0.0882125979419199
"1997","Nutlin-3a (-) + AZD8055","HER2+",-0.109262409865485
"1998","Nutlin-3a (-) + BI-2536","HER2+",0.294253098000734
"1999","Nutlin-3a (-) + Bortezomib","HER2+",-0.107188505732469
"2000","Nutlin-3a (-) + Camptothecin","HER2+",0.193887726740027
"2001","Nutlin-3a (-) + Cisplatin","HER2+",0.11662863867242
"2002","Nutlin-3a (-) + Crizotinib","HER2+",-0.0314579926003041
"2003","Nutlin-3a (-) + Dabrafenib","HER2+",-0.0622773946170706
"2004","Nutlin-3a (-) + Docetaxel","HER2+",-0.16398838974404
"2005","Nutlin-3a (-) + Doramapimod","HER2+",0.0459675360736766
"2006","Nutlin-3a (-) + Entinostat","HER2+",-0.0968600524135667
"2007","Nutlin-3a (-) + Gemcitabine","HER2+",-0.0230429778299002
"2008","Nutlin-3a (-) + GSK269962A","HER2+",-0.0260188957977409
"2009","Nutlin-3a (-) + JQ1","HER2+",-0.0508620649000948
"2010","Nutlin-3a (-) + KU-55933","HER2+",0.0523003608079892
"2011","Nutlin-3a (-) + Lapatinib","HER2+",-0.1061215483765
"2012","Nutlin-3a (-) + Linsitinib","HER2+",0.0167471125498421
"2013","Nutlin-3a (-) + Luminespib","HER2+",-0.0922881687568755
"2014","Nutlin-3a (-) + MK-1775","HER2+",-0.020037066847598
"2015","Nutlin-3a (-) + MK-2206","HER2+",-0.230400231301289
"2016","Nutlin-3a (-) + Navitoclax","HER2+",0.00531607808624866
"2017","Nutlin-3a (-) + Nilotinib","HER2+",0.307086871896044
"2018","Nutlin-3a (-) + NU7441","HER2+",0.208573812021652
"2019","Nutlin-3a (-) + Olaparib","HER2+",-0.156114412854456
"2020","Nutlin-3a (-) + OSI-027","HER2+",-0.135479203799977
"2021","Nutlin-3a (-) + Paclitaxel","HER2+",-0.0183581014928658
"2022","Nutlin-3a (-) + Palbociclib","HER2+",0.093052855201301
"2023","Nutlin-3a (-) + PD173074","HER2+",-0.109934116079504
"2024","Nutlin-3a (-) + PF-4708671","HER2+",0.0519444217626358
"2025","Nutlin-3a (-) + Pictilisib","HER2+",-0.208984434461087
"2026","Nutlin-3a (-) + Ribociclib","HER2+",-0.100898302482262
"2027","Nutlin-3a (-) + RO-3306","HER2+",-0.0363242629362406
"2028","Nutlin-3a (-) + Sapitinib","HER2+",-0.194225390827574
"2029","Nutlin-3a (-) + SB216763","HER2+",0.114582374488769
"2030","Nutlin-3a (-) + SCH772984","HER2+",0.122219649703924
"2031","Nutlin-3a (-) + Sorafenib","HER2+",0.122806893404461
"2032","Nutlin-3a (-) + Taselisib","HER2+",-0.166561694749867
"2033","Nutlin-3a (-) + Temozolomide","HER2+",-0.0179410178239693
"2034","Nutlin-3a (-) + Tozasertib","HER2+",0.214235886557734
"2035","Nutlin-3a (-) + Trametinib","HER2+",-0.0968686272551485
"2036","Nutlin-3a (-) + Uprosertib","HER2+",0.00463563714725001
"2037","Nutlin-3a (-) + Venetoclax","HER2+",-0.0447235986261715
"2038","Nutlin-3a (-) + Vorinostat","HER2+",-0.150467314807139
"2039","Nutlin-3a (-) + Wee1 Inhibitor","HER2+",-0.0114488076258836
"2040","Nutlin-3a (-) + ZM447439","HER2+",0.384036238946004
"2041","Olaparib + 5-Fluorouracil","HER2+",0.0394655957672362
"2042","Olaparib + Afatinib","HER2+",-0.12080607067935
"2043","Olaparib + Alisertib","HER2+",0.0741839075059268
"2044","Olaparib + Alpelisib","HER2+",-0.106981925668005
"2045","Olaparib + Axitinib","HER2+",-0.0967968386231036
"2046","Olaparib + AZD6482","HER2+",0.0446511752858472
"2047","Olaparib + AZD7762","HER2+",-0.042751630024595
"2048","Olaparib + AZD8055","HER2+",-0.126862443707233
"2049","Olaparib + BI-2536","HER2+",0.0774680508522995
"2050","Olaparib + Bortezomib","HER2+",-0.237162912807433
"2051","Olaparib + Camptothecin","HER2+",0.277450653039584
"2052","Olaparib + Cisplatin","HER2+",0.116830638799432
"2053","Olaparib + Crizotinib","HER2+",0.0327348249423399
"2054","Olaparib + Dabrafenib","HER2+",-0.0482246543959078
"2055","Olaparib + Docetaxel","HER2+",-0.440909237881233
"2056","Olaparib + Doramapimod","HER2+",0.0438688635739452
"2057","Olaparib + Entinostat","HER2+",-0.190966652007306
"2058","Olaparib + Gemcitabine","HER2+",0.0122766514037549
"2059","Olaparib + GSK269962A","HER2+",0.0254226734888632
"2060","Olaparib + JQ1","HER2+",-0.0828639925724391
"2061","Olaparib + KU-55933","HER2+",-0.0780670115180534
"2062","Olaparib + Lapatinib","HER2+",-0.0946049841297243
"2063","Olaparib + Linsitinib","HER2+",0.0534926539987541
"2064","Olaparib + Luminespib","HER2+",-0.113147773541778
"2065","Olaparib + MK-1775","HER2+",-0.115758307868911
"2066","Olaparib + MK-2206","HER2+",-0.200753679017881
"2067","Olaparib + Navitoclax","HER2+",-0.0948032005056043
"2068","Olaparib + Nilotinib","HER2+",-0.128057238337435
"2069","Olaparib + NU7441","HER2+",0.226555503321085
"2070","Olaparib + Nutlin-3a (-)","HER2+",-0.0109153899055149
"2071","Olaparib + OSI-027","HER2+",-0.128431711878965
"2072","Olaparib + Paclitaxel","HER2+",-0.213177639870278
"2073","Olaparib + Palbociclib","HER2+",0.0784731576716048
"2074","Olaparib + PD173074","HER2+",-0.139262026606036
"2075","Olaparib + PF-4708671","HER2+",-0.13472270686881
"2076","Olaparib + Pictilisib","HER2+",-0.174627697273171
"2077","Olaparib + Ribociclib","HER2+",-0.0377304356916877
"2078","Olaparib + RO-3306","HER2+",0.0245694503317179
"2079","Olaparib + Sapitinib","HER2+",-0.177384763958503
"2080","Olaparib + SB216763","HER2+",0.00776774473187895
"2081","Olaparib + SCH772984","HER2+",0.0914611749108055
"2082","Olaparib + Sorafenib","HER2+",0.0935748774096561
"2083","Olaparib + Taselisib","HER2+",-0.213079628535944
"2084","Olaparib + Temozolomide","HER2+",0.0247478284424151
"2085","Olaparib + Tozasertib","HER2+",-0.000506101913099511
"2086","Olaparib + Trametinib","HER2+",-0.0491696029842349
"2087","Olaparib + Uprosertib","HER2+",-0.051598981469892
"2088","Olaparib + Venetoclax","HER2+",-0.0213934000534888
"2089","Olaparib + Vorinostat","HER2+",-0.147737860295016
"2090","Olaparib + Wee1 Inhibitor","HER2+",-0.109916356668835
"2091","Olaparib + ZM447439","HER2+",0.178067630976195
"2092","OSI-027 + 5-Fluorouracil","HER2+",0.0676526718277314
"2093","OSI-027 + Afatinib","HER2+",-0.216847873982629
"2094","OSI-027 + Alisertib","HER2+",0.0980999956298074
"2095","OSI-027 + Alpelisib","HER2+",-0.0185086620150521
"2096","OSI-027 + Axitinib","HER2+",-0.33036523794475
"2097","OSI-027 + AZD6482","HER2+",-0.129592991835106
"2098","OSI-027 + AZD7762","HER2+",-0.0635625575184772
"2099","OSI-027 + AZD8055","HER2+",-0.385432280961575
"2100","OSI-027 + BI-2536","HER2+",-0.0741374469370111
"2101","OSI-027 + Bortezomib","HER2+",-0.247534932522467
"2102","OSI-027 + Camptothecin","HER2+",0.101575680562008
"2103","OSI-027 + Cisplatin","HER2+",0.0794056092560895
"2104","OSI-027 + Crizotinib","HER2+",-0.235116598518426
"2105","OSI-027 + Dabrafenib","HER2+",-0.0706398463826002
"2106","OSI-027 + Docetaxel","HER2+",-0.330291327155811
"2107","OSI-027 + Doramapimod","HER2+",0.026696767114721
"2108","OSI-027 + Entinostat","HER2+",-0.020040309181236
"2109","OSI-027 + Gemcitabine","HER2+",-0.0512199923647564
"2110","OSI-027 + GSK269962A","HER2+",-0.358245531478729
"2111","OSI-027 + JQ1","HER2+",-0.212297658753424
"2112","OSI-027 + KU-55933","HER2+",-0.0853326193535661
"2113","OSI-027 + Lapatinib","HER2+",-0.247468615386282
"2114","OSI-027 + Linsitinib","HER2+",-0.0600226247253367
"2115","OSI-027 + Luminespib","HER2+",-0.079289379378974
"2116","OSI-027 + MK-1775","HER2+",-0.234050181781402
"2117","OSI-027 + MK-2206","HER2+",-0.161283769222639
"2118","OSI-027 + Navitoclax","HER2+",-0.138464774051975
"2119","OSI-027 + Nilotinib","HER2+",-0.320093566170065
"2120","OSI-027 + NU7441","HER2+",0.0975547033780525
"2121","OSI-027 + Nutlin-3a (-)","HER2+",-0.0614229999502428
"2122","OSI-027 + Olaparib","HER2+",-0.100054969622282
"2123","OSI-027 + Paclitaxel","HER2+",-0.140499491518512
"2124","OSI-027 + Palbociclib","HER2+",0.121363166396307
"2125","OSI-027 + PD173074","HER2+",-0.109126643030338
"2126","OSI-027 + PF-4708671","HER2+",-0.234993513637555
"2127","OSI-027 + Pictilisib","HER2+",-0.288926548721626
"2128","OSI-027 + Ribociclib","HER2+",-0.178991835850004
"2129","OSI-027 + RO-3306","HER2+",-0.14386355685072
"2130","OSI-027 + Sapitinib","HER2+",0.0328298174953094
"2131","OSI-027 + SB216763","HER2+",-0.0480496810213182
"2132","OSI-027 + SCH772984","HER2+",0.0354738733495807
"2133","OSI-027 + Sorafenib","HER2+",-0.351542463633471
"2134","OSI-027 + Taselisib","HER2+",-0.39298845361516
"2135","OSI-027 + Temozolomide","HER2+",-0.000342730563799402
"2136","OSI-027 + Tozasertib","HER2+",-0.00582680795532444
"2137","OSI-027 + Trametinib","HER2+",-0.0252883691362611
"2138","OSI-027 + Uprosertib","HER2+",-0.13208356425914
"2139","OSI-027 + Venetoclax","HER2+",-0.00702691490489026
"2140","OSI-027 + Vorinostat","HER2+",0.0484262673898809
"2141","OSI-027 + Wee1 Inhibitor","HER2+",-0.0933754495123436
"2142","OSI-027 + ZM447439","HER2+",0.0309333002161723
"2143","Palbociclib + 5-Fluorouracil","HER2+",0.00775404957641434
"2144","Palbociclib + Afatinib","HER2+",-0.171519984596898
"2145","Palbociclib + Alisertib","HER2+",-0.232163971736472
"2146","Palbociclib + Alpelisib","HER2+",-0.10186641785731
"2147","Palbociclib + Axitinib","HER2+",-0.408004465140533
"2148","Palbociclib + AZD6482","HER2+",-0.157890966266299
"2149","Palbociclib + AZD7762","HER2+",-0.163155824318465
"2150","Palbociclib + AZD8055","HER2+",-0.151728571159818
"2151","Palbociclib + BI-2536","HER2+",0.13704773294341
"2152","Palbociclib + Bortezomib","HER2+",-0.290504494744508
"2153","Palbociclib + Camptothecin","HER2+",-0.105569589418447
"2154","Palbociclib + Cisplatin","HER2+",0.0595488713857863
"2155","Palbociclib + Crizotinib","HER2+",-0.215792757849277
"2156","Palbociclib + Dabrafenib","HER2+",-0.00273374322247705
"2157","Palbociclib + Docetaxel","HER2+",-0.787258441718026
"2158","Palbociclib + Doramapimod","HER2+",0.0280742331737871
"2159","Palbociclib + Entinostat","HER2+",-0.273861633017921
"2160","Palbociclib + Gemcitabine","HER2+",-0.0961457837317025
"2161","Palbociclib + GSK269962A","HER2+",-0.389147952964011
"2162","Palbociclib + JQ1","HER2+",-0.264097588756628
"2163","Palbociclib + KU-55933","HER2+",0.06325448809423
"2164","Palbociclib + Lapatinib","HER2+",-0.237363512293017
"2165","Palbociclib + Linsitinib","HER2+",-0.109703361436223
"2166","Palbociclib + Luminespib","HER2+",-0.0898075034390165
"2167","Palbociclib + MK-1775","HER2+",-0.259979532468312
"2168","Palbociclib + MK-2206","HER2+",-0.217520693800065
"2169","Palbociclib + Navitoclax","HER2+",-0.232371278945986
"2170","Palbociclib + Nilotinib","HER2+",0.112989750274567
"2171","Palbociclib + NU7441","HER2+",0.329410305648243
"2172","Palbociclib + Nutlin-3a (-)","HER2+",-0.0630748633168907
"2173","Palbociclib + Olaparib","HER2+",-0.110057983202202
"2174","Palbociclib + OSI-027","HER2+",-0.0490543516299281
"2175","Palbociclib + Paclitaxel","HER2+",-0.771200489440691
"2176","Palbociclib + PD173074","HER2+",-0.0467086155214464
"2177","Palbociclib + PF-4708671","HER2+",0.0860045773144219
"2178","Palbociclib + Pictilisib","HER2+",-0.240569367950695
"2179","Palbociclib + Ribociclib","HER2+",-0.186979894979725
"2180","Palbociclib + RO-3306","HER2+",-0.197008261687388
"2181","Palbociclib + Sapitinib","HER2+",-0.0402451667500928
"2182","Palbociclib + SB216763","HER2+",-0.0332021980609009
"2183","Palbociclib + SCH772984","HER2+",-0.0566168920921517
"2184","Palbociclib + Sorafenib","HER2+",-0.122384153063179
"2185","Palbociclib + Taselisib","HER2+",-0.272723306460564
"2186","Palbociclib + Temozolomide","HER2+",-0.0315849729652013
"2187","Palbociclib + Tozasertib","HER2+",-0.199107949155681
"2188","Palbociclib + Trametinib","HER2+",-0.0665217232031754
"2189","Palbociclib + Uprosertib","HER2+",-0.11025743244887
"2190","Palbociclib + Venetoclax","HER2+",0.0244561768005014
"2191","Palbociclib + Vorinostat","HER2+",-0.258237355638925
"2192","Palbociclib + Wee1 Inhibitor","HER2+",-0.079630041515091
"2193","Palbociclib + ZM447439","HER2+",-0.339566395914719
"2194","PD173074 + 5-Fluorouracil","HER2+",0.00945727204061445
"2195","PD173074 + Afatinib","HER2+",0.158754027042471
"2196","PD173074 + Alisertib","HER2+",0.132723503694532
"2197","PD173074 + Alpelisib","HER2+",0.0544383735589316
"2198","PD173074 + Axitinib","HER2+",-0.0101154984385836
"2199","PD173074 + AZD6482","HER2+",-0.0558581191497911
"2200","PD173074 + AZD7762","HER2+",-0.0172608652902338
"2201","PD173074 + AZD8055","HER2+",-0.149276551288074
"2202","PD173074 + BI-2536","HER2+",0.51704713736981
"2203","PD173074 + Bortezomib","HER2+",-0.19416044696052
"2204","PD173074 + Camptothecin","HER2+",0.0947988643682948
"2205","PD173074 + Cisplatin","HER2+",0.104496321713274
"2206","PD173074 + Crizotinib","HER2+",0.0588349359930284
"2207","PD173074 + Dabrafenib","HER2+",-0.039240277796752
"2208","PD173074 + Docetaxel","HER2+",-0.3509641154131
"2209","PD173074 + Doramapimod","HER2+",0.0713173826973736
"2210","PD173074 + Entinostat","HER2+",-0.0222143459306575
"2211","PD173074 + Gemcitabine","HER2+",-0.0455410814855242
"2212","PD173074 + GSK269962A","HER2+",-0.160407716946862
"2213","PD173074 + JQ1","HER2+",-0.0293740184762674
"2214","PD173074 + KU-55933","HER2+",-0.0274553931104431
"2215","PD173074 + Lapatinib","HER2+",0.0883530357515276
"2216","PD173074 + Linsitinib","HER2+",-0.000572822813358713
"2217","PD173074 + Luminespib","HER2+",0.0659457710135671
"2218","PD173074 + MK-1775","HER2+",0.0378835732645134
"2219","PD173074 + MK-2206","HER2+",-0.110284642171055
"2220","PD173074 + Navitoclax","HER2+",0.0478897506374641
"2221","PD173074 + Nilotinib","HER2+",0.358820235729024
"2222","PD173074 + NU7441","HER2+",0.208215978362717
"2223","PD173074 + Nutlin-3a (-)","HER2+",0.0416758434239457
"2224","PD173074 + Olaparib","HER2+",-0.125652917534303
"2225","PD173074 + OSI-027","HER2+",-0.0888879257789183
"2226","PD173074 + Paclitaxel","HER2+",-0.14801528820124
"2227","PD173074 + Palbociclib","HER2+",0.115671398236242
"2228","PD173074 + PF-4708671","HER2+",0.107556907538712
"2229","PD173074 + Pictilisib","HER2+",-0.126991411781269
"2230","PD173074 + Ribociclib","HER2+",-0.174801191698147
"2231","PD173074 + RO-3306","HER2+",-0.097973294863205
"2232","PD173074 + Sapitinib","HER2+",0.0902163257911924
"2233","PD173074 + SB216763","HER2+",-0.0226385298031919
"2234","PD173074 + SCH772984","HER2+",0.0276489859541793
"2235","PD173074 + Sorafenib","HER2+",0.137278859835862
"2236","PD173074 + Taselisib","HER2+",-0.141301857237066
"2237","PD173074 + Temozolomide","HER2+",-0.010497779233331
"2238","PD173074 + Tozasertib","HER2+",0.233123570418313
"2239","PD173074 + Trametinib","HER2+",-0.0404049013771289
"2240","PD173074 + Uprosertib","HER2+",-0.0213475323768678
"2241","PD173074 + Venetoclax","HER2+",-0.0404263895270159
"2242","PD173074 + Vorinostat","HER2+",-0.0131306200162602
"2243","PD173074 + Wee1 Inhibitor","HER2+",0.0736307995914856
"2244","PD173074 + ZM447439","HER2+",0.454076354264522
"2245","Pictilisib + 5-Fluorouracil","HER2+",0.10565447275573
"2246","Pictilisib + Afatinib","HER2+",-0.00646673312728016
"2247","Pictilisib + Alisertib","HER2+",0.218967391568155
"2248","Pictilisib + Alpelisib","HER2+",-0.106451100138011
"2249","Pictilisib + Axitinib","HER2+",-0.318066428275673
"2250","Pictilisib + AZD6482","HER2+",-0.0474462321576132
"2251","Pictilisib + AZD7762","HER2+",0.202142156310199
"2252","Pictilisib + AZD8055","HER2+",-0.0143312388447415
"2253","Pictilisib + BI-2536","HER2+",0.553048118317827
"2254","Pictilisib + Bortezomib","HER2+",-0.210400252185246
"2255","Pictilisib + Camptothecin","HER2+",0.131546846626554
"2256","Pictilisib + Cisplatin","HER2+",0.0773496234646215
"2257","Pictilisib + Crizotinib","HER2+",-0.150537846293917
"2258","Pictilisib + Dabrafenib","HER2+",0.0289730523185077
"2259","Pictilisib + Docetaxel","HER2+",-0.22115234633704
"2260","Pictilisib + Doramapimod","HER2+",0.050245643905722
"2261","Pictilisib + Entinostat","HER2+",0.146049026187817
"2262","Pictilisib + Gemcitabine","HER2+",-0.0343746514064023
"2263","Pictilisib + GSK269962A","HER2+",-0.27563865426771
"2264","Pictilisib + JQ1","HER2+",0.0507179894870769
"2265","Pictilisib + KU-55933","HER2+",0.0775955101901221
"2266","Pictilisib + Lapatinib","HER2+",-0.203255107397107
"2267","Pictilisib + Linsitinib","HER2+",-0.0195896851940258
